,commodity,level,mode,node_loc,node_origin,technology,time,time_origin,unit,value,year_act,year_vtg
263,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.6949153,2010,2010
264,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.5873016,2020,2020
265,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.4925373,2030,2030
266,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.4084507,2040,2040
267,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.3333334,2050,2050
268,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.5384616,1990,1990
269,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.5384616,1995,1995
270,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.5384616,2000,2000
271,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.5037594,2005,2005
272,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.4705882,2010,2010
273,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.4084507,2020,2020
274,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.3513514,2030,2030
275,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.2987013,2040,2040
276,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.25,2050,2050
277,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.8867924,1995,1995
278,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,2.2222223,2000,2000
279,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.9417475,2005,2005
280,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.8867924,2010,2010
281,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.7857143,2020,2020
282,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.6949153,2030,2030
283,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.6129032,2040,2040
284,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.5384616,2050,2050
285,electr,final,M1,South Africa,South Africa,elec_i,year,year,GWa,1.1764706,1990,1990
286,electr,final,M1,South Africa,South Africa,elec_i,year,year,GWa,1.1764706,1995,1995
287,electr,final,M1,South Africa,South Africa,elec_i,year,year,GWa,1.1764706,2000,2000
288,electr,final,M1,South Africa,South Africa,elec_i,year,year,GWa,1.1627907,2005,2005
289,electr,final,M1,South Africa,South Africa,elec_i,year,year,GWa,1.1494253,2010,2010
290,electr,final,M1,South Africa,South Africa,elec_i,year,year,GWa,1.1235955,2020,2020
291,electr,final,M1,South Africa,South Africa,elec_i,year,year,GWa,1.1111112,2030,2030
292,electr,final,M1,South Africa,South Africa,elec_i,year,year,GWa,1.0989012,2040,2040
293,electr,final,M1,South Africa,South Africa,elec_i,year,year,GWa,1.0869565,2050,2050
294,lightoil,final,M1,South Africa,South Africa,loil_fs,year,year,GWa,1.0,1990,1990
295,lightoil,final,M1,South Africa,South Africa,loil_fs,year,year,GWa,1.0,1995,1995
296,lightoil,final,M1,South Africa,South Africa,loil_fs,year,year,GWa,1.0,2000,2000
297,lightoil,final,M1,South Africa,South Africa,loil_fs,year,year,GWa,1.0,2005,2005
298,lightoil,final,M1,South Africa,South Africa,loil_fs,year,year,GWa,1.0,2010,2010
299,lightoil,final,M1,South Africa,South Africa,loil_fs,year,year,GWa,1.0,2020,2020
300,lightoil,final,M1,South Africa,South Africa,loil_fs,year,year,GWa,1.0,2030,2030
301,lightoil,final,M1,South Africa,South Africa,loil_fs,year,year,GWa,1.0,2040,2040
302,lightoil,final,M1,South Africa,South Africa,loil_fs,year,year,GWa,1.0,2050,2050
303,coal,final,M1,South Africa,South Africa,coal_fs,year,year,GWa,1.0,1990,1990
304,coal,final,M1,South Africa,South Africa,coal_fs,year,year,GWa,1.0,1995,1995
305,coal,final,M1,South Africa,South Africa,coal_fs,year,year,GWa,1.0,2000,2000
306,coal,final,M1,South Africa,South Africa,coal_fs,year,year,GWa,1.0,2005,2005
307,coal,final,M1,South Africa,South Africa,coal_fs,year,year,GWa,1.0,2010,2010
308,coal,final,M1,South Africa,South Africa,coal_fs,year,year,GWa,1.0,2020,2020
309,coal,final,M1,South Africa,South Africa,coal_fs,year,year,GWa,1.0,2030,2030
310,coal,final,M1,South Africa,South Africa,coal_fs,year,year,GWa,1.0,2040,2040
311,coal,final,M1,South Africa,South Africa,coal_fs,year,year,GWa,1.0,2050,2050
312,gas,final,M1,South Africa,South Africa,gas_fs,year,year,GWa,1.0,1995,1995
313,gas,final,M1,South Africa,South Africa,gas_fs,year,year,GWa,1.0,2000,2000
314,gas,final,M1,South Africa,South Africa,gas_fs,year,year,GWa,1.0,2005,2005
315,gas,final,M1,South Africa,South Africa,gas_fs,year,year,GWa,1.0,2010,2010
316,gas,final,M1,South Africa,South Africa,gas_fs,year,year,GWa,1.0,2020,2020
317,gas,final,M1,South Africa,South Africa,gas_fs,year,year,GWa,1.0,2030,2030
318,gas,final,M1,South Africa,South Africa,gas_fs,year,year,GWa,1.0,2040,2040
319,gas,final,M1,South Africa,South Africa,gas_fs,year,year,GWa,1.0,2050,2050
320,electr,final,M1,South Africa,South Africa,sp_el_RC,year,year,GWa,3.3333333,1990,1990
321,electr,final,M1,South Africa,South Africa,sp_el_RC,year,year,GWa,3.3333333,1995,1995
322,electr,final,M1,South Africa,South Africa,sp_el_RC,year,year,GWa,3.3333333,2000,2000
323,electr,final,M1,South Africa,South Africa,sp_el_RC,year,year,GWa,3.030303,2005,2005
324,electr,final,M1,South Africa,South Africa,sp_el_RC,year,year,GWa,2.7777777,2010,2010
325,electr,final,M1,South Africa,South Africa,sp_el_RC,year,year,GWa,2.3809524,2020,2020
326,electr,final,M1,South Africa,South Africa,sp_el_RC,year,year,GWa,2.0833333,2030,2030
327,electr,final,M1,South Africa,South Africa,sp_el_RC,year,year,GWa,1.8518518,2040,2040
328,electr,final,M1,South Africa,South Africa,sp_el_RC,year,year,GWa,1.6666666,2050,2050
329,coal,final,M1,South Africa,South Africa,coal_rc,year,year,GWa,3.3333333,1990,1990
330,coal,final,M1,South Africa,South Africa,coal_rc,year,year,GWa,3.3333333,1995,1995
331,coal,final,M1,South Africa,South Africa,coal_rc,year,year,GWa,3.3333333,2000,2000
332,coal,final,M1,South Africa,South Africa,coal_rc,year,year,GWa,3.030303,2005,2005
333,coal,final,M1,South Africa,South Africa,coal_rc,year,year,GWa,2.7777777,2010,2010
334,coal,final,M1,South Africa,South Africa,coal_rc,year,year,GWa,2.3809524,2020,2020
335,coal,final,M1,South Africa,South Africa,coal_rc,year,year,GWa,2.0833333,2030,2030
336,coal,final,M1,South Africa,South Africa,coal_rc,year,year,GWa,1.8518518,2040,2040
337,coal,final,M1,South Africa,South Africa,coal_rc,year,year,GWa,1.6666666,2050,2050
338,fueloil,final,M1,South Africa,South Africa,foil_rc,year,year,GWa,2.5,1990,1990
339,fueloil,final,M1,South Africa,South Africa,foil_rc,year,year,GWa,2.5,1995,1995
340,fueloil,final,M1,South Africa,South Africa,foil_rc,year,year,GWa,2.5,2000,2000
341,fueloil,final,M1,South Africa,South Africa,foil_rc,year,year,GWa,2.3529413,2005,2005
342,fueloil,final,M1,South Africa,South Africa,foil_rc,year,year,GWa,2.2222223,2010,2010
343,fueloil,final,M1,South Africa,South Africa,foil_rc,year,year,GWa,2.0,2020,2020
344,fueloil,final,M1,South Africa,South Africa,foil_rc,year,year,GWa,1.8181819,2030,2030
345,fueloil,final,M1,South Africa,South Africa,foil_rc,year,year,GWa,1.6666666,2040,2040
346,fueloil,final,M1,South Africa,South Africa,foil_rc,year,year,GWa,1.5384616,2050,2050
347,lightoil,final,M1,South Africa,South Africa,loil_rc,year,year,GWa,2.2222223,1990,1990
348,lightoil,final,M1,South Africa,South Africa,loil_rc,year,year,GWa,2.2222223,1995,1995
349,lightoil,final,M1,South Africa,South Africa,loil_rc,year,year,GWa,2.2222223,2000,2000
350,lightoil,final,M1,South Africa,South Africa,loil_rc,year,year,GWa,2.1052632,2005,2005
351,lightoil,final,M1,South Africa,South Africa,loil_rc,year,year,GWa,2.0,2010,2010
352,lightoil,final,M1,South Africa,South Africa,loil_rc,year,year,GWa,1.8181819,2020,2020
353,lightoil,final,M1,South Africa,South Africa,loil_rc,year,year,GWa,1.6666666,2030,2030
354,lightoil,final,M1,South Africa,South Africa,loil_rc,year,year,GWa,1.5384616,2040,2040
355,lightoil,final,M1,South Africa,South Africa,loil_rc,year,year,GWa,1.4285715,2050,2050
356,gas,final,M1,South Africa,South Africa,gas_rc,year,year,GWa,1.8181819,1990,1990
357,gas,final,M1,South Africa,South Africa,gas_rc,year,year,GWa,1.8181819,1995,1995
358,gas,final,M1,South Africa,South Africa,gas_rc,year,year,GWa,1.8181819,2000,2000
359,gas,final,M1,South Africa,South Africa,gas_rc,year,year,GWa,1.6806723,2005,2005
360,gas,final,M1,South Africa,South Africa,gas_rc,year,year,GWa,1.5625,2010,2010
361,gas,final,M1,South Africa,South Africa,gas_rc,year,year,GWa,1.4705882,2020,2020
362,gas,final,M1,South Africa,South Africa,gas_rc,year,year,GWa,1.3888888,2030,2030
363,gas,final,M1,South Africa,South Africa,gas_rc,year,year,GWa,1.3157895,2040,2040
364,gas,final,M1,South Africa,South Africa,gas_rc,year,year,GWa,1.25,2050,2050
365,biomass,final,M1,South Africa,South Africa,biomass_rc,year,year,GWa,3.3333333,1995,1995
366,biomass,final,M1,South Africa,South Africa,biomass_rc,year,year,GWa,3.3333333,2000,2000
367,biomass,final,M1,South Africa,South Africa,biomass_rc,year,year,GWa,3.0769231,2005,2005
368,biomass,final,M1,South Africa,South Africa,biomass_rc,year,year,GWa,2.857143,2010,2010
369,biomass,final,M1,South Africa,South Africa,biomass_rc,year,year,GWa,2.5,2020,2020
370,biomass,final,M1,South Africa,South Africa,biomass_rc,year,year,GWa,2.2222223,2030,2030
371,biomass,final,M1,South Africa,South Africa,biomass_rc,year,year,GWa,2.0,2040,2040
372,biomass,final,M1,South Africa,South Africa,biomass_rc,year,year,GWa,1.8181819,2050,2050
373,biomass,primary,M1,South Africa,South Africa,biomass_nc,year,year,GWa,8.333333,1990,1990
374,biomass,primary,M1,South Africa,South Africa,biomass_nc,year,year,GWa,8.333333,1995,1995
375,biomass,primary,M1,South Africa,South Africa,biomass_nc,year,year,GWa,8.333333,2000,2000
376,biomass,primary,M1,South Africa,South Africa,biomass_nc,year,year,GWa,8.333333,2005,2005
377,biomass,primary,M1,South Africa,South Africa,biomass_nc,year,year,GWa,8.333333,2010,2010
378,biomass,primary,M1,South Africa,South Africa,biomass_nc,year,year,GWa,8.333333,2020,2020
379,biomass,primary,M1,South Africa,South Africa,biomass_nc,year,year,GWa,8.333333,2030,2030
380,biomass,primary,M1,South Africa,South Africa,biomass_nc,year,year,GWa,8.333333,2040,2040
381,biomass,primary,M1,South Africa,South Africa,biomass_nc,year,year,GWa,8.333333,2050,2050
382,fueloil,final,M1,South Africa,South Africa,foil_trp,year,year,GWa,1.0,1990,1990
383,fueloil,final,M1,South Africa,South Africa,foil_trp,year,year,GWa,1.0,1995,1995
384,fueloil,final,M1,South Africa,South Africa,foil_trp,year,year,GWa,1.0,2000,2000
385,fueloil,final,M1,South Africa,South Africa,foil_trp,year,year,GWa,1.0,2005,2005
386,fueloil,final,M1,South Africa,South Africa,foil_trp,year,year,GWa,1.0,2010,2010
387,fueloil,final,M1,South Africa,South Africa,foil_trp,year,year,GWa,1.0,2020,2020
388,fueloil,final,M1,South Africa,South Africa,foil_trp,year,year,GWa,1.0,2030,2030
389,fueloil,final,M1,South Africa,South Africa,foil_trp,year,year,GWa,1.0,2040,2040
390,fueloil,final,M1,South Africa,South Africa,foil_trp,year,year,GWa,1.0,2050,2050
391,lightoil,final,M1,South Africa,South Africa,loil_trp,year,year,GWa,1.0,1990,1990
392,lightoil,final,M1,South Africa,South Africa,loil_trp,year,year,GWa,1.0,1995,1995
393,lightoil,final,M1,South Africa,South Africa,loil_trp,year,year,GWa,1.0,2000,2000
394,lightoil,final,M1,South Africa,South Africa,loil_trp,year,year,GWa,1.0,2005,2005
395,lightoil,final,M1,South Africa,South Africa,loil_trp,year,year,GWa,1.0,2010,2010
396,lightoil,final,M1,South Africa,South Africa,loil_trp,year,year,GWa,1.0,2020,2020
397,lightoil,final,M1,South Africa,South Africa,loil_trp,year,year,GWa,1.0,2030,2030
398,lightoil,final,M1,South Africa,South Africa,loil_trp,year,year,GWa,1.0,2040,2040
399,lightoil,final,M1,South Africa,South Africa,loil_trp,year,year,GWa,1.0,2050,2050
400,gas,final,M1,South Africa,South Africa,gas_trp,year,year,GWa,1.0,1995,1995
401,gas,final,M1,South Africa,South Africa,gas_trp,year,year,GWa,1.0,2000,2000
402,gas,final,M1,South Africa,South Africa,gas_trp,year,year,GWa,1.0,2005,2005
403,gas,final,M1,South Africa,South Africa,gas_trp,year,year,GWa,1.0,2010,2010
404,gas,final,M1,South Africa,South Africa,gas_trp,year,year,GWa,1.0,2020,2020
405,gas,final,M1,South Africa,South Africa,gas_trp,year,year,GWa,1.0,2030,2030
406,gas,final,M1,South Africa,South Africa,gas_trp,year,year,GWa,1.0,2040,2040
407,gas,final,M1,South Africa,South Africa,gas_trp,year,year,GWa,1.0,2050,2050
408,electr,final,M1,South Africa,South Africa,elec_trp,year,year,GWa,0.33333334,1990,1990
409,electr,final,M1,South Africa,South Africa,elec_trp,year,year,GWa,0.33333334,1995,1995
410,electr,final,M1,South Africa,South Africa,elec_trp,year,year,GWa,0.33333334,2000,2000
411,electr,final,M1,South Africa,South Africa,elec_trp,year,year,GWa,0.33333334,2005,2005
412,electr,final,M1,South Africa,South Africa,elec_trp,year,year,GWa,0.33333334,2010,2010
413,electr,final,M1,South Africa,South Africa,elec_trp,year,year,GWa,0.33333334,2020,2020
414,electr,final,M1,South Africa,South Africa,elec_trp,year,year,GWa,0.33333334,2030,2030
415,electr,final,M1,South Africa,South Africa,elec_trp,year,year,GWa,0.33333334,2040,2040
416,electr,final,M1,South Africa,South Africa,elec_trp,year,year,GWa,0.33333334,2050,2050
417,gas,secondary,M1,South Africa,South Africa,gas_cc_ccs,year,year,GWa,2.0833333,2040,2030
418,coal,secondary,M1,South Africa,South Africa,coal_gas,year,year,GWa,1.3157895,2030,2020
419,fueloil,final,M1,South Africa,South Africa,foil_i,year,year,GWa,1.8181819,2000,1990
420,gas,secondary,M1,South Africa,South Africa,gas_cc,year,year,GWa,1.7857143,2010,2000
421,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1494253,2030,1995
422,coal,final,M1,South Africa,South Africa,coal_i,year,year,GWa,2.1276596,2005,1995
423,gas,secondary,M1,South Africa,South Africa,meth_ng_ccs,year,year,GWa,1.6666666,2040,2030
424,electr,final,M1,South Africa,South Africa,elec_i,year,year,GWa,1.1764706,1995,1990
425,coal,secondary,M1,South Africa,South Africa,coal_adv_ccs,year,year,GWa,2.857143,2030,2020
426,biomass,primary,M1,South Africa,South Africa,bio_istig,year,year,GWa,2.7027028,2050,2040
427,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1627907,2020,1995
428,coal,final,M1,South Africa,South Africa,coal_i,year,year,GWa,2.0408163,2010,1995
429,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.8867924,2010,2005
430,electr,secondary,M1,South Africa,South Africa,meth_ng,year,year,GWa,0.0,2030,2020
431,coal,secondary,M1,South Africa,South Africa,coal_ppl,year,year,GWa,2.5,2050,2040
432,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.6666666,2020,1995
433,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,2.173913,2010,1995
434,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,2.3364487,2005,1995
435,electr,secondary,M1,South Africa,South Africa,meth_ng,year,year,GWa,0.0,2040,2020
436,coal,secondary,M1,South Africa,South Africa,coal_ppl,year,year,GWa,2.7027028,2005,2000
437,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.3513514,2030,2010
438,fueloil,final,M1,South Africa,South Africa,foil_i,year,year,GWa,1.8181819,1995,1990
439,coal,final,M1,South Africa,South Africa,coal_i,year,year,GWa,2.2222223,2000,1995
440,fueloil,final,M1,South Africa,South Africa,foil_i,year,year,GWa,1.4084507,2040,2020
441,electr,final,M1,South Africa,South Africa,elec_i,year,year,GWa,1.1627907,2005,1990
442,coal,secondary,M1,South Africa,South Africa,coal_adv_ccs,year,year,GWa,2.857143,2040,2020
443,coal,secondary,M1,South Africa,South Africa,meth_coal_ccs,year,year,GWa,1.9230769,2040,2020
444,coal,secondary,M1,South Africa,South Africa,coal_adv,year,year,GWa,2.1276596,2050,2030
445,gas,secondary,M1,South Africa,South Africa,meth_ng_ccs,year,year,GWa,1.6666666,2050,2030
446,lightoil,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,2.5,2030,2010
447,fueloil,final,M1,South Africa,South Africa,foil_i,year,year,GWa,1.754386,2005,1990
448,gas,secondary,M1,South Africa,South Africa,gas_cc,year,year,GWa,1.7857143,2030,2000
449,electr,secondary,M1,South Africa,South Africa,meth_coal,year,year,GWa,0.0,2040,2020
450,crudeoil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,1.0638298,2020,2005
451,gas,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,2.5,2020,1995
452,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,2.5,2050,2030
453,coal,secondary,M1,South Africa,South Africa,igcc,year,year,GWa,2.3809524,2040,2020
454,coal,final,M1,South Africa,South Africa,coal_i,year,year,GWa,1.5625,2040,2030
455,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,2.5,2030,2010
456,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.4084507,2020,2010
457,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1235955,2050,1995
458,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.7857143,2020,2005
459,coal,final,M1,South Africa,South Africa,coal_i,year,year,GWa,1.8518518,2020,1995
460,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.2048193,2010,1995
461,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,2.5,2010,1995
462,gas,secondary,M1,South Africa,South Africa,gas_cc,year,year,GWa,1.8181819,2005,2000
463,coal,final,M1,South Africa,South Africa,coal_i,year,year,GWa,1.4705882,2050,2030
464,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,2.5,2040,2010
465,gas,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,2.5,2040,2020
466,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,2.5,2030,2000
467,gas,secondary,M1,South Africa,South Africa,gas_cc_ccs,year,year,GWa,2.0833333,2050,2030
468,gas,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,2.5641026,1995,1990
469,coal,secondary,M1,South Africa,South Africa,coal_adv,year,year,GWa,2.1276596,2040,2030
470,electr,final,M1,South Africa,South Africa,elec_i,year,year,GWa,1.1764706,2000,1990
471,crudeoil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,1.0526316,2030,2005
472,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1494253,2030,2020
473,biomass,primary,M1,South Africa,South Africa,biomass_nc,year,year,GWa,8.333333,2010,2005
474,coal,secondary,M1,South Africa,South Africa,coal_gas,year,year,GWa,1.3157895,2040,2020
475,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.754386,2005,2000
476,biomass,primary,M1,South Africa,South Africa,gas_bio,year,year,GWa,1.2987013,2050,2040
477,gas,secondary,M1,South Africa,South Africa,meth_ng,year,year,GWa,1.6666666,2050,2040
478,lightoil,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,2.5,2040,2010
479,electr,secondary,M1,South Africa,South Africa,meth_coal,year,year,GWa,0.0,2030,2020
480,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,2.5,2040,2030
481,coal,secondary,M1,South Africa,South Africa,coal_ppl,year,year,GWa,2.631579,2010,2000
482,gas,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,2.5641026,2000,1995
483,coal,secondary,M1,South Africa,South Africa,coal_ppl,year,year,GWa,2.5595086,2030,2005
484,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1235955,2050,2020
485,electr,secondary,M1,South Africa,South Africa,gas_bio,year,year,GWa,0.13129973,2030,2020
486,coal,secondary,M1,South Africa,South Africa,meth_coal,year,year,GWa,1.9230769,2040,2030
487,coal,secondary,M1,South Africa,South Africa,syn_liq,year,year,GWa,2.2727273,2050,2040
488,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.2820513,2000,1990
489,lightoil,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,2.5,2010,2005
490,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.183432,1995,1990
491,electr,secondary,M1,South Africa,South Africa,meth_ng_ccs,year,year,GWa,0.0016666667,2040,2020
492,coal,secondary,M1,South Africa,South Africa,syn_liq,year,year,GWa,2.2727273,2050,2030
493,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.6949153,2010,2005
494,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.4705882,2010,2005
495,gas,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,2.5,2040,2030
496,gas,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,2.5,2050,2030
497,coal,secondary,M1,South Africa,South Africa,meth_coal,year,year,GWa,1.9230769,2040,2020
498,fueloil,secondary,M1,South Africa,South Africa,foil_ppl,year,year,GWa,2.5,2020,1995
499,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.2820513,2000,1995
500,coal,secondary,M1,South Africa,South Africa,igcc,year,year,GWa,2.3809524,2030,2020
501,coal,secondary,M1,South Africa,South Africa,meth_coal,year,year,GWa,1.9230769,2050,2030
502,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1235955,2050,2030
503,lightoil,secondary,M1,South Africa,South Africa,loil_ppl,year,year,GWa,2.5,2020,2005
504,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.1363636,2040,2020
505,crudeoil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,1.0526316,2050,2040
506,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.3831259,2030,2000
507,gas,secondary,M1,South Africa,South Africa,gas_cc,year,year,GWa,1.7857143,2040,2030
508,electr,secondary,M1,South Africa,South Africa,gas_bio,year,year,GWa,0.12857144,2040,2030
509,coal,final,M1,South Africa,South Africa,coal_i,year,year,GWa,2.2222223,1995,1990
510,coal,secondary,M1,South Africa,South Africa,coal_ppl,year,year,GWa,2.6041667,2020,2000
511,coal,secondary,M1,South Africa,South Africa,coal_adv_ccs,year,year,GWa,2.857143,2050,2030
512,coal,secondary,M1,South Africa,South Africa,igcc,year,year,GWa,2.3809524,2020,2010
513,gas,secondary,M1,South Africa,South Africa,gas_ct,year,year,GWa,2.5,2030,2020
514,coal,final,M1,South Africa,South Africa,coal_i,year,year,GWa,1.8518518,2020,2000
515,gas,secondary,M1,South Africa,South Africa,gas_cc,year,year,GWa,1.7857143,2050,2040
516,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,2.857143,2010,1990
517,biomass,final,M1,South Africa,South Africa,biomass_i,year,year,GWa,1.5384616,2050,2040
518,electr,secondary,M1,South Africa,South Africa,elec_t_d,year,year,GWa,1.2195122,2005,1995
519,coal,secondary,M1,South Africa,South Africa,syn_liq_ccs,year,year,GWa,2.2727273,2040,2020
520,coal,secondary,M1,South Africa,South Africa,meth_coal_ccs,year,year,GWa,1.9230769,2030,2020
521,lightoil,final,M1,South Africa,South Africa,loil_i,year,year,GWa,1.3333334,2050,2040
522,crudeoil,secondary,M1,South Africa,South Africa,ref_hil,year,year,GWa,1.081081,2005,2000
523,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.4084507,2020,2005
524,electr,secondary,M1,South Africa,South Africa,meth_ng_ccs,year,year,GWa,0.0016666667,2030,2020
525,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.3513514,2030,2005
526,gas,final,M1,South Africa,South Africa,gas_i,year,year,GWa,1.5384616,2000,1990
527,gas,secondary,M1,South Africa,South Africa,gas_ppl,year,year,GWa,2.7777777,2005,1990
528,gas,secondary,M1,South Africa,South Africa,gas_cc_ccs,year,year,GWa,2.0833333,2050,2040
529,coal,secondary,M1,South Africa,South Africa,syn_liq_ccs,year,year,GWa,2.2727273,2040,2030
530,gas,secondary,M1,South Africa,South Africa,gas_t_d,year,year,GWa,1.3831259,2030,1995
531,coal,secondary,M1,South Africa,South Africa,coal_adv,year,year,GWa,2.1276596,2040,2020
