scenario,iso,year,pop,gdp,urbanization,gini,gdppc,hh_gdp,income,k_i,k_t,n_u,n_r,i_r,i_u,g_u,g_r,T,T_emp,T_b,T_w,T_w_emp,t_r,t_r_emp,t_u,t_u_emp,gini_r,gini_u,gini_r_emp,gini_u_emp
SSP3,ZAF,2055,62671000.0,1506688556740.0,0.6802600000000001,0.7127549758059999,24041.2400749,889186002059.0,14188.157234799999,1.3771934399799999,1.06407342774,42632574.46,20038425.54,11291.0031467,15549.895464500001,662932076235.0,226253925827.0,1.13248913436,0.9450719913950001,0.0102099653631,1.122279169,0.9348620260320001,1.0711122395000001,0.892239815184,1.13974207218,0.9494086785089999,0.699305647648,0.714293164445,0.6965944088349999,0.714043483229
SSP3,ZAF,2060,63633000.0,1601420537870.0,0.6844600000000001,0.715286521573,25166.510110599997,945092945266.0,14852.2456157,1.36146372008,1.08088755035,43554243.18,20078756.82,11906.4909563,16210.255470500002,706025408773.0,239067536491.0,1.14445238381,0.9536103669920001,0.00944062334686,1.13501176046,0.9441697436450001,1.0703351459000001,0.8903679199869999,1.15691193391,0.962387599947,0.699130243439,0.717893099991,0.69600571303,0.7178663082819999
SSP3,ZAF,2065,64590000.0,1699673744930.0,0.68829,0.718121848557,26314.812586,1003077972090.0,15529.9268012,1.34573400018,1.09770167296,44456651.1,20133348.9,12544.7194407,16881.8554742,750510758736.0,252567213353.0,1.15801231061,0.963261256355,0.0087034071905,1.1493089034200001,0.954557849164,1.07101637137,0.889532031667,1.17565646263,0.976440799316,0.6992840155869999,0.721757969373,0.6957424680509999,0.7219497520929999
SSP3,ZAF,2070,65532000.0,1801883929610.0,0.69179,0.7207633433570001,27496.2450347,1063398245370.0,16227.159942700002,1.33000428028,1.11451579558,45334382.28,20197617.72,13211.1403463,17570.873208,796564683005.0,266833562360.0,1.17080129739,0.9723373218960001,0.00799679214932,1.1628045052399998,0.964340529747,1.0709384605399999,0.8881539052449999,1.19357783037,0.9898615562980001,0.699266434006,0.725390948289,0.695307964073,0.725796162792
SSP3,ZAF,2075,66444000.0,1905756793170.0,0.69499,0.7232393116470001,28682.150279400004,1124699763760.0,16927.032745700002,1.31427456038,1.1313299181899998,46177915.56,20266084.44,13892.635562600002,18258.7374966,843150438350.0,281549325406.0,1.18292814654,0.9809202491700001,0.0073196358861400005,1.17560851065,0.973600613284,1.0702394528799999,0.886337397396,1.21079391267,1.00274001528,0.699108634661,0.728825053496,0.6947343055799999,0.729439020864
SSP3,ZAF,2080,67359000.0,2009182901180.0,0.69791,0.7255272397570001,29827.979946,1185737625280.0,17603.254580400004,1.29854484048,1.1481440407999999,47010519.69,20348480.31,14567.9201773,18917.097582799997,889302588395.0,296435036886.0,1.19425594232,0.988917366247,0.0066711329136799995,1.1875848094099999,0.982246233333,1.06882936753,0.8840241236,1.2271700689700002,1.0149870294399999,0.6987899863,0.732041900995,0.694002217302,0.7328602115489999
SSP3,ZAF,2085,68335000.0,2112560592340.0,0.7005899999999999,0.7275676586040001,30914.7668448,1246746913160.0,18244.631787000002,1.28281512058,1.1649581634100001,47874817.65,20460182.35,15227.4948572,19534.060651400003,935189591652.0,311557321513.0,1.20445872074,0.996103613114,0.0060503608573,1.19840835988,0.990053252256,1.06645033386,0.8810374299410001,1.24237002231,1.02637174628,0.698251390007,0.7349852188439999,0.693054433998,0.7360034194830001
SSP3,ZAF,2090,69283000.0,2215508033700.0,0.70304,0.7294004611980001,31977.6573431,1307502285200.0,18871.9063147,1.2670854006799999,1.18177228603,48708720.32,20574279.68,15888.496076700001,20132.0814175,980607923226.0,326894361976.0,1.2137052873899998,1.0026028278599999,0.00545702752145,1.20824825987,0.997145800342,1.0632931214799999,0.877516902638,1.25657034289,1.0370251560600001,0.6975346997409999,0.737698722363,0.691933503519,0.7389127779670001
SSP3,ZAF,2095,70227000.0,2318288216830.0,0.70529,0.731061596621,33011.351999,1368158948270.0,19481.9506496,1.25135568078,1.19858640864,49530400.83,20696599.17,16548.2918433,20707.7990053,1025665585040.0,342493363229.0,1.22215368934,1.00852984789,0.00489074180596,1.2172629475399999,1.00363910609,1.05952696855,0.873585039075,1.26993462409,1.0470671546299999,0.69667690276,0.7402210552680001,0.690676794028,0.74162724118
SSP3,ZAF,2100,71179000.0,2423291173830.0,0.70736,0.732580853865,34045.0297676,1430127401610.0,20091.9850182,1.23562596088,1.21540053125,50349177.44,20829822.56,17221.617112,21279.477192,1071404172970.0,358723228640.0,1.2299377418700002,1.0139813902700001,0.0043514363854399996,1.22558630549,1.00962995388,1.05529271044,0.869343208063,1.28260332089,1.05660019692,0.6957087307050001,0.742584447575,0.689315290052,0.7441793452590001
SSP4,ZAF,2010,50133000.0,522418981248.0,0.6221800000000001,0.6938,10420.6606676,308310329470.0,6149.84799374,2.0696348251299996,1.06903856043,31191749.94,18941250.06,3692.48157968,7642.08846846,238370112527.0,69940216942.7,1.0469957871,0.8833861186799998,0.052239137651500005,0.994756649451,0.831146981029,0.944349933101,0.789030760804,1.00954649302,0.843504308665,0.66883834474,0.684988490245,0.662368621585,0.6808914462469999
SSP4,ZAF,2015,52244000.0,625682232562.0,0.65351,0.696951542778,11976.1548228,369252079632.0,7067.83706515,1.96467837129,1.0820956556,34141976.44,18102023.56,4334.96085875,8516.80383958,290780516035.0,78471563596.7,1.06073127556,0.8933771570899999,0.042969262064100004,1.0177620134899998,0.850407895026,0.955960050194,0.7987682417290001,1.03444021724,0.8643436442069999,0.671793156531,0.690881934894,0.6657583721589999,0.687702904476
SSP4,ZAF,2020,54132000.0,770219753599.0,0.68829,0.70058681,14228.5478755,454552216746.0,8397.10738096,1.8597219174500002,1.09515275077,37258514.28,16873485.72,5275.43313569,9810.8386265,365537271064.0,89014945681.8,1.0768059374299999,0.905030056759,0.034102276563300005,1.0427036608700002,0.870927780196,0.9685882644580001,0.809022216709,1.06075210219,0.886002906065,0.6749674858210001,0.6969562894269999,0.669290262624,0.6946285556340001
SSP4,ZAF,2025,55521000.0,923563640590.0,0.72106,0.703919948333,16634.492184799998,545049511097.0,9816.99737211,1.75476546362,1.10820984594,40033972.26,15487027.74,6357.2070466000005,11155.4073704,446595269217.0,98454241879.7,1.0917669029500001,0.91583760237,0.026232417987599996,1.0655344849700001,0.889605184383,0.9787546571410001,0.8171534844859999,1.08466554781,0.905577537155,0.6774935452420001,0.70234381928,0.6720639251459999,0.700756541626
SSP4,ZAF,2030,56455000.0,1083679285180.0,0.75162,0.7066125077840001,19195.4527532,639543219996.0,11328.3716234,1.6498090097799998,1.12126694111,42432707.1,14022292.9,7611.05866343,12556.7931569,532818726141.0,106724493858.0,1.10401121651,0.924655681646,0.0194033425113,1.0846078739899998,0.9052523391349999,0.9850844170790001,0.8221865193760001,1.10454259108,0.921890563606,0.67905323906,0.706728647608,0.673768883397,0.705770785008
SSP4,ZAF,2035,56949000.0,1244500275340.0,0.77986,0.7096963632359999,21852.8907504,734453195020.0,12896.6829096,1.54485255594,1.13432403629,44412247.14,12536752.86,9050.88359723,13982.280658700001,620984504196.0,113468690823.0,1.11821267594,0.934853089269,0.0136268350374,1.10458584091,0.9212262542309999,0.991930539573,0.8272715633200001,1.12517065336,0.93839401881,0.680729008909,0.7111922034899999,0.675482329074,0.710759773103
SSP4,ZAF,2040,57070000.0,1404756768970.0,0.80572,0.7142996470020001,24614.627106599997,829030027264.0,14526.5468243,1.4398961021,1.14738113146,45982440.4,11087559.6,10725.186027700001,15443.1535556,710113887960.0,118916139303.0,1.13977274387,0.9502731038660001,0.00889388837436,1.13087885549,0.941379215492,1.0041182014499999,0.83585965035,1.1521062781,0.959049591359,0.683683928679,0.716891334422,0.678355501745,0.71688788895
SSP4,ZAF,2045,56823000.0,1559092101140.0,0.82921,0.718241835643,27437.694263499998,920112432032.0,16192.6056708,1.33493964827,1.16043822663,47118199.83,9704800.17,12672.8952374,16917.550310799998,797124516177.0,122987915855.0,1.15858995036,0.963671739975,0.00518256520892,1.15340738515,0.958489174766,1.01265532181,0.841523278089,1.1751239458299998,0.976535780493,0.685732454563,0.721649096518,0.680236223391,0.7219771556300001
SSP4,ZAF,2050,56248000.0,1704506627510.0,0.8503799999999999,0.721633767413,30303.417499400002,1005930141850.0,17883.838391499998,1.22998319443,1.1734953218000002,47832174.24,8415825.76,14958.3812639,18398.5575705,880043011476.0,125887130369.0,1.17504898948,0.975346242446,0.00246976786693,1.17257922161,0.9728764745790001,1.01805545649,0.844669754657,1.19468331552,0.991216005555,0.687019295215,0.7256130924680001,0.68127628441,0.72618149311
SSP4,ZAF,2055,55434000.0,1847112976200.0,0.86934,0.7244253818170001,33320.9397879,1090090579980.0,19664.656708500002,1.2084576759999999,1.1686080295999999,48190993.56,7243006.44,16647.7428299,20118.092610900003,969510871451.0,120579708528.0,1.18878576781,0.9850580063,0.00185232018204,1.18693344763,0.983205686118,1.0321541372,0.854993023136,1.20618361252,0.999151712086,0.690346740715,0.727910733093,0.684664808372,0.7284287113160001
SSP4,ZAF,2060,54441000.0,1990206794610.0,0.8862200000000001,0.726714091392,36557.1314746,1174538702810.0,21574.5247665,1.1869321575799998,1.1637207373899998,48246703.02,6194296.98,18508.372023099997,21968.1819387,1059892349890.0,114646352928.0,1.20017898143,0.993091125229,0.0013543582967400001,1.19882462314,0.9917367669320001,1.0445088739700001,0.8640778923929999,1.21551663704,1.0055453621,0.693224859189,0.7297576883069999,0.68761696477,0.730226374392
SSP4,ZAF,2065,53139000.0,2124331390360.0,0.90117,0.728581849545,39976.879323400004,1253693557040.0,23592.7201686,1.16540663915,1.15883344519,47887272.63,5251727.37,20532.2005935,23928.3628882,1145864037220.0,107829519823.0,1.20956570251,0.9996947873459999,0.000960814044421,1.20860488847,0.998733973301,1.05539133794,0.872125534474,1.22302278016,1.0106482377500001,0.6957313275,0.7312317550540001,0.690209007485,0.731652935734
SSP4,ZAF,2070,51562000.0,2244398592010.0,0.9143399999999999,0.7300937078380001,43528.1523604,1324552311850.0,25688.536361000002,1.14388112073,1.15394615299,47145199.08,4416800.92,22701.9523287,25968.334672599998,1224282307910.0,100270003931.0,1.21722318539,1.00507212121,0.000656798920423,1.21656638647,1.00441532229,1.06502199254,0.879298014299,1.2289780311399998,1.01466256093,0.697927426869,0.732394121232,0.6925011139939999,0.732770107546
SSP4,ZAF,2075,49740000.0,2352908469950.0,0.9259,0.7312888481059999,47304.15098409999,1388590406590.0,27916.9764092,1.12235560231,1.1490588607799999,46054266.0,3685734.0,25076.1258764,28144.3303615,1296166476860.0,92423929731.0,1.22331453903,1.0093434169700002,0.000428002433205,1.2228865366,1.0089154145399999,1.0735196222799999,0.885683554698,1.2335372342,1.0177025363799999,0.6998482023520001,0.733279768462,0.6945275583339999,0.733613163403
SSP4,ZAF,2080,47738000.0,2449355948340.0,0.93601,0.732193566239,51308.3067648,1445509766160.0,30280.065485799998,1.10083008388,1.14417156858,44683245.38,3054754.62,27668.745537700004,30458.587471099996,1360988537900.0,84521228260.8,1.22794820994,1.01258888143,0.00026133859901299997,1.22768687134,1.0123275428299998,1.0809561246500001,0.891336124154,1.23679926471,1.01984145131,0.7015162371600001,0.7339111936,0.6963103463070001,0.7342048116009999
SSP4,ZAF,2085,45619000.0,2531754835680.0,0.9448200000000001,0.7328252224740001,55497.81528919999,1494138221510.0,32752.5421756,1.07930456546,1.13928427638,43101743.58,2517256.42,30469.5065495,32885.8775261,1417438660530.0,76699560975.9,1.2311949347700002,1.01486101981,0.00014510302928299998,1.23104983174,1.01471591678,1.08737083963,0.8962858122920001,1.23882450018,1.02112433309,0.702945519207,0.734302278382,0.697862993434,0.734559069427
SSP4,ZAF,2090,43405000.0,2601202213930.0,0.9524799999999999,0.733198570737,59928.630662999996,1535123225570.0,35367.4283049,1.05777904703,1.1343969841700001,41342394.4,2062605.6,33522.5678639,35459.4698891,1465979389370.0,69143836202.4,1.2331184533700001,1.0162064100200001,6.90267006448e-05,1.23304942667,1.01613738332,1.09279606827,0.900556711923,1.2396645641700001,1.02158881808,0.7041474800990001,0.7344642897210001,0.6991964106540001,0.734687222237
SSP4,ZAF,2095,41115000.0,2657265632520.0,0.9591299999999999,0.733334489685,64630.0774054,1568209563700.0,38142.0300061,1.03625352861,1.12950969197,39434629.95,1680370.05,36860.3283135,38196.6452805,1506270571970.0,61938991731.2,1.2338195509,1.01669665131,2.43206480084e-05,1.2337952302500002,1.01667233066,1.09729746543,0.904195399894,1.2394081221700002,1.0212974676200002,0.7051400364399999,0.734414846394,0.700327864515,0.734606844667
SSP4,ZAF,2100,38772000.0,2698605925230.0,0.96488,0.733244621315,69601.9272988,1592606914720.0,41076.212594699995,1.01472801018,1.1246223997700002,37410327.36,1361672.64,40500.6672329,41097.1614724,1537458264250.0,55148650472.8,1.23335594176,1.0163724815100001,3.5891654843900003e-06,1.23335235259,1.01636889235,1.1009057049200002,0.907223559867,1.23810321578,1.02028393702,0.7059325741570001,0.734163076234,0.701266276469,0.734327051524
SSP5,ZAF,2010,50133000.0,522418981248.0,0.6221800000000001,0.6938,10420.6606676,308310329470.0,6149.84799374,2.0696348251299996,1.06903856043,31191749.94,18941250.06,3692.48157968,7642.08846846,238370112527.0,69940216942.7,1.0469957871,0.8833861186799998,0.052239137651500005,0.994756649451,0.831146981029,0.944349933101,0.789030760804,1.00954649302,0.843504308665,0.66883834474,0.684988490245,0.662368621585,0.6808914462469999
SSP5,ZAF,2015,52526000.0,629060408681.0,0.65351,0.6923583427779999,11976.1719659,371245741098.0,7067.84718231,1.9451945965900002,1.0883337969,34326266.26,18199733.74,4369.08751249,8498.72542135,291729511684.0,79516229414.1,1.0407734452700002,0.8788497035070001,0.041847982849,0.9989254624189999,0.8370017206579999,0.934086943639,0.7826733910420001,1.01659839,0.851809903404,0.666196817686,0.6866727583140001,0.660136484906,0.683623849639
SSP5,ZAF,2020,55115000.0,788369472461.0,0.68829,0.690214741111,14304.0818736,465263438970.0,8441.68445922,1.82075436806,1.10762903336,37935103.35,17179896.65,5394.33358434,9821.75643645,372589345495.0,92674093474.6,1.03159109119,0.8721434102299999,0.032055542395799996,0.999535548792,0.840087867834,0.9202209618200001,0.773425684245,1.01926345442,0.85666874302,0.662583038402,0.687306216453,0.656862304615,0.68521143051
SSP5,ZAF,2025,57612000.0,999355827797.0,0.72106,0.685834665556,17346.3137506,589778962070.0,10237.0853654,1.6963141395200003,1.12692426983,41541708.72,16070291.28,6815.25367543,11560.8111741,480255850360.0,109523111711.0,1.01308318606,0.858582884861,0.023468443673099998,0.989614742382,0.835114441188,0.896914841194,0.7568870029100001,1.0107551025100001,0.852954333099,0.656389695225,0.6852779922259999,0.650924942907,0.683998502428
SSP5,ZAF,2030,59719000.0,1272573249010.0,0.75162,0.678865468333,21309.3529531,751020716626.0,12575.9091181,1.5718739109900002,1.1462195063,44885994.78,14833005.22,8795.37614944,13825.2223066,620558856287.0,130461860337.0,0.984320237055,0.8373920642649999,0.016146824841899998,0.968173412213,0.8212452394230001,0.863808642513,0.732718670528,0.990114315759,0.839856432789,0.647324939662,0.680285563671,0.6420548003459999,0.679683867614
SSP5,ZAF,2035,61567000.0,1611294275430.0,0.77986,0.671289016667,26171.3949913,950920021598.0,15445.287598800001,1.44743368245,1.1655147427700001,48013640.62,13553359.38,11449.981183,16573.0884276,795734311728.0,155185709867.0,0.9539693655239999,0.814874737272,0.0101279064136,0.943841459111,0.804746830858,0.8290193675499999,0.7068461576,0.9662342949189999,0.823839617551,0.637443757568,0.6743788661139999,0.632294795695,0.674326911422
SSP5,ZAF,2040,63139000.0,1995259753810.0,0.80572,0.662325634025,31601.066754400003,1177520752800.0,18649.657941999998,1.3229934539100001,1.18480997923,50872355.08,12266644.92,14798.470225799998,19578.2792366,995993173181.0,181527579619.0,0.9192409004709999,0.788907919402,0.00544379962984,0.9137971008419999,0.783464119772,0.790263491925,0.677549852718,0.936312071458,0.8027678269290001,0.6259795367750001,0.666771909319,0.620897986929,0.66714055752
SSP5,ZAF,2045,64385000.0,2408939977430.0,0.82921,0.6549056136420001,37414.6148549,1421657912090.0,22080.5764089,1.19855322538,1.2041052156999998,53388685.85,10996314.15,18959.105323099997,22723.496835299997,1213177633950.0,208480278135.0,0.8914141051350001,0.767942636111,0.00214136961881,0.889272735516,0.7658012664920001,0.7573602511640001,0.65220422978,0.911941428592,0.785322514781,0.615844110147,0.6604001751640001,0.610727856437,0.6610684604029999
SSP5,ZAF,2050,65275000.0,2836135106300.0,0.8503799999999999,0.6465983488889999,43449.02499119999,1673771016040.0,25641.838621900002,1.07411299684,1.2234004521700002,55508554.5,9766445.5,24121.5941975,25909.317832099998,1438188780940.0,235582235103.0,0.861205176728,0.7450188725589999,0.000314421839158,0.860890754889,0.74470445072,0.722249856075,0.624774606182,0.883600800502,0.764349535707,0.604593094226,0.652782657733,0.599380413211,0.653617095337
SSP5,ZAF,2055,65757000.0,3274378081500.0,0.86934,0.641027618889,49795.1257128,1932404107340.0,29387.047878400004,1.0681744981799999,1.22629524463,57165190.38,8591809.62,27742.819252200003,29634.172032700004,1694043086000.0,238361021337.0,0.841485084407,0.729960718388,0.00023909205388599999,0.841245992353,0.729721626334,0.701984926565,0.608922463741,0.860840777248,0.7467187216329999,0.597882467107,0.6464964870100001,0.592653533596,0.647221468303
SSP5,ZAF,2060,65801000.0,3724293920630.0,0.8862200000000001,0.6345712722219999,56599.351387099996,2197926045810.0,33402.623756700006,1.0622359995100001,1.22919003709,58314162.22,7486837.78,31656.6101513,33626.7909252,1960918140950.0,237007904867.0,0.81915025736,0.7128148952429999,0.000178136559376,0.8189721208,0.712636758683,0.679940646645,0.591657134859,0.8357762686669999,0.7272590555410001,0.590392837019,0.639392439104,0.585180342926,0.64001837967
SSP5,ZAF,2065,65386000.0,4164538492680.0,0.90117,0.627150716111,63691.5928897,2457740397760.0,37588.174804400005,1.05629750085,1.23208482955,58923901.62,6462098.38,35773.2674872,37787.2130438,2226570023880.0,231170373876.0,0.794146395995,0.693503386037,0.000129715590066,0.794016680405,0.6933736704469999,0.656073666775,0.57291517627,0.8083384118989999,0.7058800973,0.582050481694,0.631388043875,0.576888593315,0.631924916723
SSP5,ZAF,2070,64510000.0,4575225674270.0,0.9143399999999999,0.618776196667,70922.73561110001,2700111185980.0,41855.6996741,1.05035900218,1.23497962201,58984073.4,5525926.6,40013.27827069999,42028.3070383,2479000747230.0,221110438749.0,0.766751752184,0.6722010447589999,9.1997585031e-05,0.766659754599,0.672109047174,0.630613014485,0.5528406959650001,0.7787942222609999,0.682746993732,0.5728694546850001,0.622489836686,0.567791613986,0.622947310863
SSP5,ZAF,2075,63198000.0,4955414637850.0,0.9259,0.609528644828,78410.94081849999,2924483172500.0,46274.932315900005,1.04442050351,1.23787441447,58515028.2,4682971.8,44446.8791052,46421.2318546,2716339691050.0,208143481448.0,0.7374736708290001,0.649263684323,6.3218709632e-05,0.7374104521189999,0.649200465613,0.6039673456319999,0.531719995116,0.74763572433,0.658202577614,0.562931704843,0.612774191669,0.557968613928,0.613161511276
SSP5,ZAF,2080,61511000.0,5305753509050.0,0.93601,0.600146484484,86256.9867024,3131238854600.0,50905.3478987,1.03848200485,1.24076920692,57574911.11,3936088.89,49135.5093862,51026.34229659999,2937837122000.0,193401732600.0,0.708766779253,0.6265989112179999,4.17723312903e-05,0.708725006922,0.626557138886,0.578127205462,0.511100531559,0.7173224342229999,0.634157801201,0.552952665739,0.602976393828,0.5481172110760001,0.603303185804
SSP5,ZAF,2085,59523000.0,5623481426680.0,0.9448200000000001,0.590892083957,94475.7728388,3318748884830.0,55755.7395431,1.03254350618,1.2436639993799998,56238520.86,3284479.14,54092.5160836,55852.8762152,3141083144120.0,177665740707.0,0.681391679029,0.604820556449,2.62321177682e-05,0.6813654469120001,0.604794324331,0.5536766926410001,0.491455096148,0.6885877699349999,0.611205010392,0.5431807210490001,0.593354851752,0.5384784535989999,0.593629972272
SSP5,ZAF,2090,57305000.0,5913003224290.0,0.9524799999999999,0.5816860868639999,103184.76964099999,3489612815910.0,60895.433486,1.02660500752,1.24655879184,54581866.4,2723133.6,59390.436033000005,60970.519029999996,3327884724040.0,161728091880.0,0.655047255037,0.583706536567,1.53575209291e-05,0.655031897516,0.583691179046,0.5303335666669999,0.472573970809,0.661091970138,0.589091238107,0.5335333450990001,0.583825298715,0.528970248252,0.584056337533
SSP5,ZAF,2095,54907000.0,6174140639820.0,0.9591299999999999,0.572330729312,112447.24060399999,3643725444870.0,66361.7652553,1.02066650885,1.2494535843,52662950.91,2244049.09,65071.91824019999,66416.7276144,3497700865960.0,146024578912.0,0.629144554282,0.562794396728,8.0993395352e-06,0.629136454943,0.562786297388,0.507590558052,0.454058906476,0.634210842116,0.56732552818,0.523816250629,0.574185056821,0.519401534228,0.574378395114
SSP5,ZAF,2100,52371000.0,6401363147810.0,0.96488,0.563248140596,122231.06581500001,3777822881630.0,72135.7789928,1.01472801018,1.2523483767599999,50531730.48,1839269.52,71125.03797280001,72172.56825639999,3647004767180.0,130818114452.0,0.604801550073,0.5430009514490001,3.58916548395e-06,0.604797960908,0.542997362284,0.48632442822099997,0.43662991413099994,0.609047608262,0.546812764208,0.514428509739,0.56485337205,0.510160911413,0.565014960629
